,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:57:00,-0.2222222222222222,3.977777777777778,-8.622222222222222,4.0,3.1555555555555554,-2.688888888888889,5.977777777777778,2.7555555555555555,-0.4444444444444444,1.8444444444444446,-1.7555555555555555,-3.0444444444444443
2020-09-23 14:58:00,-0.28888888888888886,3.977777777777778,-8.88888888888889,4.222222222222222,3.066666666666667,-2.7777777777777777,5.866666666666666,2.911111111111111,-0.3333333333333333,1.6666666666666667,-1.5555555555555556,-3.088888888888889
2020-09-23 14:59:00,-0.3111111111111111,3.977777777777778,-9.11111111111111,4.466666666666667,2.977777777777778,-2.911111111111111,5.733333333333333,3.022222222222222,-0.26666666666666666,1.511111111111111,-1.3111111111111111,-3.111111111111111
2020-09-23 15:00:00,-0.37777777777777777,3.9555555555555557,-9.333333333333334,4.711111111111111,2.888888888888889,-3.0444444444444443,5.5777777777777775,3.111111111111111,-0.15555555555555556,1.3555555555555556,-1.0666666666666667,-3.1777777777777776
2020-09-23 15:01:00,-0.4666666666666667,3.911111111111111,-9.555555555555555,4.977777777777778,2.8,-3.1777777777777776,5.444444444444445,3.1555555555555554,-0.06666666666666667,1.2222222222222223,-0.8,-3.2666666666666666
2020-09-23 15:02:00,-0.5555555555555556,3.8444444444444446,-9.822222222222223,5.2444444444444445,2.6666666666666665,-3.2888888888888888,5.288888888888889,3.1777777777777776,0.044444444444444446,1.1333333333333333,-0.5333333333333333,-3.3555555555555556
2020-09-23 15:03:00,-0.6666666666666666,3.7777777777777777,-10.066666666666666,5.466666666666667,2.533333333333333,-3.4,5.133333333333334,3.2,0.2,1.0444444444444445,-0.24444444444444444,-3.466666666666667
2020-09-23 15:04:00,-0.7555555555555555,3.688888888888889,-10.28888888888889,5.666666666666667,2.3777777777777778,-3.511111111111111,4.955555555555556,3.2666666666666666,0.4,1.0,0.022222222222222223,-3.577777777777778
2020-09-23 15:05:00,-0.8444444444444444,3.6222222222222222,-10.488888888888889,5.866666666666666,2.2666666666666666,-3.6444444444444444,4.8,3.311111111111111,0.6,1.0,0.24444444444444444,-3.688888888888889
2020-09-23 15:06:00,-0.9555555555555556,3.533333333333333,-10.666666666666666,6.088888888888889,2.1555555555555554,-3.8,4.688888888888889,3.311111111111111,0.7777777777777778,0.9555555555555556,0.4222222222222222,-3.8
2020-09-23 15:07:00,-1.0444444444444445,3.422222222222222,-10.844444444444445,6.288888888888889,2.066666666666667,-3.9555555555555557,4.533333333333333,3.2888888888888888,0.9333333333333333,0.9555555555555556,0.6222222222222222,-3.911111111111111
2020-09-23 15:08:00,-1.1333333333333333,3.311111111111111,-11.044444444444444,6.511111111111111,1.9777777777777779,-4.133333333333334,4.355555555555555,3.2666666666666666,1.1111111111111112,0.9777777777777777,0.8666666666666667,-4.0
2020-09-23 15:09:00,-1.2222222222222223,3.2,-11.222222222222221,6.733333333333333,1.9111111111111112,-4.311111111111111,4.2,3.2,1.288888888888889,0.9777777777777777,1.0888888888888888,-4.088888888888889
2020-09-23 15:10:00,-1.3555555555555556,3.066666666666667,-11.355555555555556,6.955555555555556,1.8444444444444446,-4.533333333333333,4.066666666666666,3.111111111111111,1.4666666666666666,1.0,1.3333333333333333,-4.2
2020-09-23 15:11:00,-1.511111111111111,2.911111111111111,-11.533333333333333,7.133333333333334,1.8,-4.7555555555555555,3.933333333333333,3.0444444444444443,1.6666666666666667,0.9777777777777777,1.6,-4.288888888888889
2020-09-23 15:12:00,-1.6666666666666667,2.7777777777777777,-11.71111111111111,7.333333333333333,1.711111111111111,-4.977777777777778,3.8222222222222224,2.9555555555555557,1.9111111111111112,0.9333333333333333,1.9111111111111112,-4.355555555555555
2020-09-23 15:13:00,-1.8444444444444446,2.6444444444444444,-11.88888888888889,7.511111111111111,1.6,-5.2,3.688888888888889,2.911111111111111,2.1777777777777776,0.8666666666666667,2.2444444444444445,-4.444444444444445
2020-09-23 15:14:00,-1.9777777777777779,2.533333333333333,-12.044444444444444,7.666666666666667,1.4666666666666666,-5.4,3.5555555555555554,2.8444444444444446,2.4,0.8444444444444444,2.6,-4.533333333333333
2020-09-23 15:15:00,-2.111111111111111,2.422222222222222,-12.2,7.8,1.3111111111111111,-5.622222222222222,3.4444444444444446,2.7777777777777777,2.6222222222222222,0.8666666666666667,2.9555555555555557,-4.666666666666667
2020-09-23 15:16:00,-2.2666666666666666,2.3333333333333335,-12.311111111111112,7.933333333333334,1.1333333333333333,-5.822222222222222,3.311111111111111,2.7333333333333334,2.888888888888889,0.8888888888888888,3.311111111111111,-4.8
2020-09-23 15:17:00,-2.3777777777777778,2.2666666666666666,-12.444444444444445,8.11111111111111,1.0,-6.022222222222222,3.1777777777777776,2.688888888888889,3.111111111111111,0.9111111111111111,3.6222222222222222,-4.911111111111111
2020-09-23 15:18:00,-2.466666666666667,2.1777777777777776,-12.555555555555555,8.266666666666667,0.8888888888888888,-6.2444444444444445,3.066666666666667,2.6444444444444444,3.311111111111111,0.9555555555555556,3.933333333333333,-5.0
2020-09-23 15:19:00,-2.533333333333333,2.088888888888889,-12.71111111111111,8.4,0.7555555555555555,-6.466666666666667,2.977777777777778,2.6,3.511111111111111,1.0,4.2444444444444445,-5.111111111111111
2020-09-23 15:20:00,-2.6,2.022222222222222,-12.844444444444445,8.533333333333333,0.6222222222222222,-6.688888888888889,2.8444444444444446,2.5555555555555554,3.6666666666666665,1.0666666666666667,4.5777777777777775,-5.222222222222222
2020-09-23 15:21:00,-2.7111111111111112,1.9555555555555555,-12.977777777777778,8.622222222222222,0.5111111111111111,-6.911111111111111,2.688888888888889,2.533333333333333,3.8,1.1333333333333333,4.911111111111111,-5.311111111111111
2020-09-23 15:22:00,-2.8222222222222224,1.8666666666666667,-13.11111111111111,8.71111111111111,0.37777777777777777,-7.133333333333334,2.5555555555555554,2.488888888888889,3.911111111111111,1.2,5.266666666666667,-5.355555555555555
2020-09-23 15:23:00,-2.911111111111111,1.7555555555555555,-13.266666666666667,8.777777777777779,0.26666666666666666,-7.355555555555555,2.466666666666667,2.422222222222222,4.044444444444444,1.2666666666666666,5.6,-5.4
2020-09-23 15:24:00,-3.022222222222222,1.6222222222222222,-13.422222222222222,8.844444444444445,0.17777777777777778,-7.6,2.3555555555555556,2.4,4.133333333333334,1.3333333333333333,5.888888888888889,-5.4
2020-09-23 15:25:00,-3.111111111111111,1.511111111111111,-13.577777777777778,8.88888888888889,0.06666666666666667,-7.866666666666666,2.2666666666666666,2.422222222222222,4.222222222222222,1.4222222222222223,6.177777777777778,-5.4
2020-09-23 15:26:00,-3.1777777777777776,1.4,-13.755555555555556,8.933333333333334,-0.06666666666666667,-8.155555555555555,2.2,2.4,4.311111111111111,1.4666666666666666,6.466666666666667,-5.377777777777778
2020-09-23 15:27:00,-3.2444444444444445,1.3111111111111111,-13.88888888888889,9.022222222222222,-0.2,-8.444444444444445,2.1777777777777776,2.3333333333333335,4.377777777777778,1.5333333333333334,6.7555555555555555,-5.311111111111111
2020-09-23 15:28:00,-3.2666666666666666,1.2,-14.0,9.11111111111111,-0.28888888888888886,-8.755555555555556,2.1555555555555554,2.2444444444444445,4.4222222222222225,1.5777777777777777,7.044444444444444,-5.222222222222222
2020-09-23 15:29:00,-3.2888888888888888,1.1111111111111112,-14.133333333333333,9.177777777777777,-0.4222222222222222,-9.066666666666666,2.1777777777777776,2.2,4.488888888888889,1.6222222222222222,7.355555555555555,-5.155555555555556
2020-09-23 15:30:00,-3.3555555555555556,1.0,-14.244444444444444,9.222222222222221,-0.6,-9.377777777777778,2.2222222222222223,2.2,4.533333333333333,1.6666666666666667,7.644444444444445,-5.111111111111111
2020-09-23 15:31:00,-3.422222222222222,0.8888888888888888,-14.4,9.244444444444444,-0.7333333333333333,-9.666666666666666,2.2444444444444445,2.1555555555555554,4.5777777777777775,1.711111111111111,7.888888888888889,-5.022222222222222
2020-09-23 15:32:00,-3.4444444444444446,0.7777777777777778,-14.555555555555555,9.28888888888889,-0.8666666666666667,-9.933333333333334,2.311111111111111,2.1333333333333333,4.6,1.7555555555555555,8.11111111111111,-4.888888888888889
2020-09-23 15:33:00,-3.466666666666667,0.6888888888888889,-14.71111111111111,9.355555555555556,-1.0,-10.177777777777777,2.4,2.111111111111111,4.622222222222222,1.8444444444444446,8.333333333333334,-4.8
2020-09-23 15:34:00,-3.533333333333333,0.6,-14.844444444444445,9.4,-1.0888888888888888,-10.422222222222222,2.488888888888889,2.0444444444444443,4.666666666666667,1.9333333333333333,8.511111111111111,-4.688888888888889
2020-09-23 15:35:00,-3.577777777777778,0.5333333333333333,-15.0,9.4,-1.1777777777777778,-10.622222222222222,2.577777777777778,1.9333333333333333,4.711111111111111,2.0444444444444443,8.666666666666666,-4.555555555555555
2020-09-23 15:36:00,-3.6222222222222222,0.4666666666666667,-15.11111111111111,9.377777777777778,-1.2666666666666666,-10.822222222222223,2.6666666666666665,1.8,4.777777777777778,2.1777777777777776,8.777777777777779,-4.444444444444445
2020-09-23 15:37:00,-3.7111111111111112,0.35555555555555557,-15.222222222222221,9.355555555555556,-1.3111111111111111,-11.022222222222222,2.7333333333333334,1.6444444444444444,4.822222222222222,2.3333333333333335,8.866666666666667,-4.333333333333333
2020-09-23 15:38:00,-3.7555555555555555,0.24444444444444444,-15.311111111111112,9.333333333333334,-1.3333333333333333,-11.222222222222221,2.7555555555555555,1.5333333333333334,4.844444444444444,2.488888888888889,8.933333333333334,-4.2444444444444445
2020-09-23 15:39:00,-3.8444444444444446,0.1111111111111111,-15.4,9.333333333333334,-1.3111111111111111,-11.422222222222222,2.7555555555555555,1.3777777777777778,4.844444444444444,2.6666666666666665,9.0,-4.177777777777778
2020-09-23 15:40:00,-3.933333333333333,-0.022222222222222223,-15.488888888888889,9.311111111111112,-1.3111111111111111,-11.644444444444444,2.7777777777777777,1.2444444444444445,4.844444444444444,2.888888888888889,9.088888888888889,-4.111111111111111
2020-09-23 15:41:00,-3.977777777777778,-0.13333333333333333,-15.555555555555555,9.266666666666667,-1.3333333333333333,-11.844444444444445,2.8222222222222224,1.1111111111111112,4.888888888888889,3.1555555555555554,9.2,-4.044444444444444
2020-09-23 15:42:00,-4.066666666666666,-0.24444444444444444,-15.6,9.2,-1.3555555555555556,-12.044444444444444,2.8444444444444446,0.9777777777777777,4.933333333333334,3.4,9.28888888888889,-3.977777777777778
2020-09-23 15:43:00,-4.155555555555556,-0.3333333333333333,-15.6,9.133333333333333,-1.4,-12.266666666666667,2.888888888888889,0.8444444444444444,5.0,3.6666666666666665,9.333333333333334,-3.911111111111111
2020-09-23 15:44:00,-4.266666666666667,-0.4666666666666667,-15.6,9.022222222222222,-1.4666666666666666,-12.466666666666667,2.977777777777778,0.7555555555555555,5.088888888888889,3.933333333333333,9.355555555555556,-3.8666666666666667
2020-09-23 15:45:00,-4.377777777777778,-0.5777777777777777,-15.577777777777778,8.866666666666667,-1.5333333333333334,-12.644444444444444,3.0444444444444443,0.6444444444444445,5.177777777777778,4.2,9.355555555555556,-3.8
2020-09-23 15:46:00,-4.466666666666667,-0.6666666666666666,-15.555555555555555,8.733333333333333,-1.5555555555555556,-12.8,3.088888888888889,0.5333333333333333,5.2444444444444445,4.466666666666667,9.311111111111112,-3.7555555555555555
2020-09-23 15:47:00,-4.533333333333333,-0.7777777777777778,-15.511111111111111,8.6,-1.5555555555555556,-12.977777777777778,3.1555555555555554,0.4444444444444444,5.311111111111111,4.711111111111111,9.28888888888889,-3.7111111111111112
2020-09-23 15:48:00,-4.6,-0.9111111111111111,-15.444444444444445,8.511111111111111,-1.5555555555555556,-13.155555555555555,3.2444444444444445,0.35555555555555557,5.355555555555555,4.911111111111111,9.28888888888889,-3.6222222222222222
2020-09-23 15:49:00,-4.711111111111111,-1.0444444444444445,-15.4,8.466666666666667,-1.511111111111111,-13.333333333333334,3.3555555555555556,0.2222222222222222,5.355555555555555,5.066666666666666,9.28888888888889,-3.577777777777778
2020-09-23 15:50:00,-4.844444444444444,-1.1555555555555554,-15.333333333333334,8.4,-1.511111111111111,-13.466666666666667,3.422222222222222,0.1111111111111111,5.355555555555555,5.2,9.333333333333334,-3.533333333333333
2020-09-23 15:51:00,-5.0,-1.2666666666666666,-15.266666666666667,8.28888888888889,-1.488888888888889,-13.577777777777778,3.488888888888889,0.0,5.355555555555555,5.333333333333333,9.4,-3.488888888888889
2020-09-23 15:52:00,-5.155555555555556,-1.3555555555555556,-15.244444444444444,8.2,-1.511111111111111,-13.666666666666666,3.577777777777778,-0.06666666666666667,5.377777777777778,5.444444444444445,9.488888888888889,-3.422222222222222
2020-09-23 15:53:00,-5.311111111111111,-1.4444444444444444,-15.222222222222221,8.066666666666666,-1.5333333333333334,-13.71111111111111,3.6666666666666665,-0.17777777777777778,5.4,5.5777777777777775,9.533333333333333,-3.3333333333333335
2020-09-23 15:54:00,-5.511111111111111,-1.5777777777777777,-15.2,7.911111111111111,-1.5777777777777777,-13.755555555555556,3.7555555555555555,-0.24444444444444444,5.4,5.711111111111111,9.6,-3.2444444444444445
2020-09-23 15:55:00,-5.711111111111111,-1.6888888888888889,-15.222222222222221,7.7555555555555555,-1.6666666666666667,-13.8,3.8222222222222224,-0.28888888888888886,5.377777777777778,5.844444444444444,9.688888888888888,-3.1333333333333333
2020-09-23 15:56:00,-5.911111111111111,-1.7555555555555555,-15.244444444444444,7.644444444444445,-1.7555555555555555,-13.844444444444445,3.933333333333333,-0.35555555555555557,5.333333333333333,5.977777777777778,9.755555555555556,-3.0
2020-09-23 15:57:00,-6.155555555555556,-1.8444444444444446,-15.266666666666667,7.555555555555555,-1.8,-13.88888888888889,4.044444444444444,-0.4,5.288888888888889,6.133333333333334,9.822222222222223,-2.888888888888889
2020-09-23 15:58:00,-6.355555555555555,-1.9111111111111112,-15.311111111111112,7.488888888888889,-1.8666666666666667,-13.977777777777778,4.155555555555556,-0.4666666666666667,5.2444444444444445,6.311111111111111,9.866666666666667,-2.7555555555555555
2020-09-23 15:59:00,-6.6,-2.0,-15.355555555555556,7.4222222222222225,-1.9111111111111112,-14.066666666666666,4.2444444444444445,-0.5333333333333333,5.222222222222222,6.466666666666667,9.88888888888889,-2.6
2020-09-23 16:00:00,-6.844444444444444,-2.088888888888889,-15.4,7.377777777777778,-1.9777777777777779,-14.155555555555555,4.288888888888889,-0.5777777777777777,5.177777777777778,6.622222222222222,9.88888888888889,-2.4444444444444446
2020-09-23 16:01:00,-7.088888888888889,-2.1777777777777776,-15.444444444444445,7.311111111111111,-2.022222222222222,-14.28888888888889,4.311111111111111,-0.6222222222222222,5.111111111111111,6.8,9.844444444444445,-2.2888888888888888
2020-09-23 16:02:00,-7.355555555555555,-2.2888888888888888,-15.466666666666667,7.2444444444444445,-2.088888888888889,-14.422222222222222,4.333333333333333,-0.7111111111111111,5.088888888888889,6.933333333333334,9.822222222222223,-2.1333333333333333
2020-09-23 16:03:00,-7.6,-2.3777777777777778,-15.466666666666667,7.222222222222222,-2.1555555555555554,-14.555555555555555,4.311111111111111,-0.7777777777777778,5.088888888888889,7.022222222222222,9.822222222222223,-1.9777777777777779
2020-09-23 16:04:00,-7.844444444444444,-2.466666666666667,-15.444444444444445,7.222222222222222,-2.2444444444444445,-14.666666666666666,4.266666666666667,-0.8666666666666667,5.111111111111111,7.111111111111111,9.8,-1.8444444444444446
